tStart,time,subject
2322.33,3.972,s3
2326.513,3.503,s3
2330.572,1.264,s3
2332.619,0.598,s3
2333.381,3.022,s3
2337.396,5.632,s1
2343.262,1.139,s3
2345.18,2.008,s3
2347.382,1.151,s3
2348.77,3.134,s3
2352.238,3.482,s3
2355.96,0.53,s3
2358.298,0.772,s3
2363.12,1.26,s3
2366.374,0.55,s3
2368.994,1.293,s2
2371.816,0.709,s2
2375.064,2.492,s3
2378.852,1.849,s3
2382.882,1.835,s3
2384.976,2.579,s3
2387.957,1.741,s3
2390.864,1.129,s0
2392.126,2.895,s1
2395.482,3.225,s1
2398.854,4.482,s1
2405.705,0.945,s1
2407.33,2.05,s3
2412.63,4.779,s3
2419.326,3.073,s0
2422.589,2.877,s0
2429.886,3.826,s3
2434.314,6.002,s3
2441.715,1.073,s3
2444.341,3.463,s3
2448.972,2.031,s3
2451.165,2.046,s3
2453.623,3.533,s3
2459.135,1.519,s3
2460.872,3.351,s3
2464.469,7.676,s3
2473.652,1.649,s3
2477.977,2.649,s3
2482.413,1.418,s0
2484.302,0.935,s1
2488.727,0.869,s3
2489.774,7.768,s3
2497.928,6.921,s0
2505.466,3.242,s1
2509.683,2.142,s0
2512.29,1.332,s1
2513.818,1.796,s3
2515.79,2.544,s3
2518.593,3.701,s3
2523.343,3.638,s3
2530.024,7.31,s3
2537.675,3.313,s3
2541.13,0.904,s3
2545.72,1.483,s3
2547.387,0.45,s3
2548.141,5.077,s3
2554.722,1.345,s3
2556.378,9.235,s3
2565.834,1.283,s3
2567.322,0.868,s3
2568.595,1.849,s3
2570.767,2.325,s3
2573.427,1.865,s3
2575.706,3.512,s1
2579.847,0.996,s1
2581.023,1.102,s3
2582.3,3.925,s3
2586.631,0.858,s1
2587.5,2.826,s3
2590.326,5.887,s1
2596.591,4.218,s3
2608.483,0.663,s1
2611.461,5.796,s3
2619.272,1.211,s3
2622.261,0.958,s3
2623.397,0.687,s3
2626.648,0.638,s3
2628.586,2.135,s0
2631.522,4.615,s1
2636.649,1.584,s1
2638.569,1.961,s0
2640.752,2.148,s1
2643.426,2.202,s0
2646.399,2.834,s1
2651.044,2.431,s0
2653.676,1.67,s0
2655.493,2.142,s1
2657.76,2.393,s1
2660.287,1.59,s2
2662.222,2.553,s3
2664.902,6.477,s3
2671.493,3.907,s1
2675.861,4.126,s3
2687.371,3.207,s3
